subscriberId,monthlySpend,dataUsageGb,voiceMinutes,churnRisk,valueScore,acceptedCampaigns,rejectedCampaigns,tariff,segment
SUB-02522,84.39,31.76,217,0.4656,0.1878,0,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02523,36.83,11.74,759,0.3356,0.3607,3,3,Öğrenci Tarifesi,PASIF
SUB-02524,307.68,41.37,428,0.1338,0.6542,1,2,Aile Paketi,YUKSEK_DEGER
SUB-02525,73.41,18.09,117,0.2682,0.2615,2,3,Premium Tarife,BELIRSIZ
SUB-02526,146.4,32.13,796,0.1973,0.4184,2,2,Genç Tarife,YUKSEK_DEGER
SUB-02527,187.63,26.22,221,0.3619,0.6928,1,1,Standart Tarife,YUKSEK_DEGER
SUB-02528,268.65,5.44,243,0.1527,0.4965,3,1,Aile Paketi,YUKSEK_DEGER
SUB-02529,149.48,38.98,362,0.3895,0.5664,2,2,Genç Tarife,YENI_ABONE
SUB-02530,123.51,8.82,402,0.2165,0.3393,2,1,Standart Tarife,RISKLI_KAYIP
SUB-02531,153.31,11.13,507,0.2609,0.1823,1,3,Aile Paketi,BELIRSIZ
SUB-02532,71.22,11.92,771,0.1671,0.3762,1,2,Standart Tarife,BELIRSIZ
SUB-02533,75.29,3.71,755,0.1372,0.2824,2,2,Premium Tarife,PASIF
SUB-02534,121.71,18.7,281,0.016,0.5272,1,1,Genç Tarife,BELIRSIZ
SUB-02535,26.8,33.47,288,0.3035,0.4826,4,3,Öğrenci Tarifesi,PASIF
SUB-02536,93.88,40.71,720,0.1661,0.4456,2,4,Genç Tarife,BELIRSIZ
SUB-02537,107.78,14.2,192,0.1114,0.3029,0,0,Aile Paketi,YENI_ABONE
SUB-02538,394.44,16.08,427,0.6553,0.2923,4,3,Premium Tarife,YUKSEK_DEGER
SUB-02539,288.44,27.45,962,0.4597,0.3708,2,2,Standart Tarife,YUKSEK_DEGER
SUB-02540,187.23,14.5,311,0.4218,0.2886,5,0,Aile Paketi,YUKSEK_DEGER
SUB-02541,236.76,35.48,135,0.3075,0.3851,0,0,Genç Tarife,YUKSEK_DEGER
SUB-02542,74.85,15.5,221,0.1302,0.1043,3,3,Öğrenci Tarifesi,BELIRSIZ
SUB-02543,155.81,7.85,232,0.4417,0.293,0,2,Aile Paketi,YUKSEK_DEGER
SUB-02544,220.16,19.04,207,0.0478,0.3573,1,1,Aile Paketi,YUKSEK_DEGER
SUB-02545,75.32,4.46,350,0.2435,0.2319,2,2,Premium Tarife,BELIRSIZ
SUB-02546,51.79,18.86,1405,0.5918,0.3477,1,1,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02547,175.77,21.46,573,0.2367,0.5464,2,2,Genç Tarife,BELIRSIZ
SUB-02548,56.22,8.86,374,0.5173,0.355,0,4,Aile Paketi,PASIF
SUB-02549,197.32,20.87,396,0.147,0.3554,0,4,Standart Tarife,YUKSEK_DEGER
SUB-02550,266.05,13.21,254,0.0957,0.5317,5,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02551,76.99,8.56,395,0.6035,0.4143,1,3,Premium Tarife,RISKLI_KAYIP
SUB-02552,81.11,3.88,936,0.5534,0.1202,1,0,Standart Tarife,RISKLI_KAYIP
SUB-02553,261.62,4.95,437,0.1286,0.4037,0,6,Aile Paketi,YUKSEK_DEGER
SUB-02554,149.97,44.12,752,0.0997,0.2228,0,1,Premium Tarife,BELIRSIZ
SUB-02555,242.01,12.81,691,0.5344,0.2689,0,0,Öğrenci Tarifesi,YENI_ABONE
SUB-02556,124.53,21.09,1366,0.6231,0.2305,2,1,Premium Tarife,RISKLI_KAYIP
SUB-02557,130.42,14.11,684,0.7653,0.5962,0,0,Standart Tarife,RISKLI_KAYIP
SUB-02558,147.62,44.83,1310,0.3478,0.6314,2,0,Genç Tarife,BELIRSIZ
SUB-02559,349.81,8.59,787,0.2469,0.4483,4,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02560,231.29,17.09,507,0.4658,0.3821,0,3,Standart Tarife,BELIRSIZ
SUB-02561,91.84,11.07,239,0.1434,0.575,3,4,Öğrenci Tarifesi,YENI_ABONE
SUB-02562,162.59,31.9,750,0.4644,0.6071,0,2,Premium Tarife,RISKLI_KAYIP
SUB-02563,119.13,20.94,789,0.5013,0.3492,2,0,Öğrenci Tarifesi,BELIRSIZ
SUB-02564,105.43,16.64,802,0.0977,0.3715,1,1,Premium Tarife,YUKSEK_DEGER
SUB-02565,194.12,5.59,34,0.1588,0.5963,0,0,Premium Tarife,YENI_ABONE
SUB-02566,171.62,57.89,306,0.796,0.6099,0,0,Genç Tarife,YENI_ABONE
SUB-02567,77.6,14.42,569,0.2957,0.4906,0,1,Standart Tarife,RISKLI_KAYIP
SUB-02568,147.84,7.43,322,0.2973,0.2424,1,0,Standart Tarife,RISKLI_KAYIP
SUB-02569,103.35,3.89,286,0.4545,0.6009,0,5,Genç Tarife,RISKLI_KAYIP
SUB-02570,187.03,4.8,254,0.5555,0.2097,2,3,Standart Tarife,BELIRSIZ
SUB-02571,100.41,16.53,120,0.161,0.5348,3,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02572,130.91,32.23,549,0.1845,0.3449,0,1,Premium Tarife,BELIRSIZ
SUB-02573,107.3,19.97,272,0.2848,0.2106,1,1,Premium Tarife,PASIF
SUB-02574,41.54,4.12,312,0.0833,0.3202,0,1,Genç Tarife,BELIRSIZ
SUB-02575,340.09,16.5,374,0.3268,0.5648,0,1,Premium Tarife,YUKSEK_DEGER
SUB-02576,146.86,38.76,607,0.5737,0.3433,2,1,Premium Tarife,RISKLI_KAYIP
SUB-02577,346.74,12.47,498,0.2366,0.7357,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02578,150.89,20.02,483,0.1871,0.7053,0,1,Premium Tarife,YUKSEK_DEGER
SUB-02579,214.46,12.89,59,0.178,0.4862,1,3,Standart Tarife,BELIRSIZ
SUB-02580,95.87,23.17,761,0.3422,0.2304,2,3,Aile Paketi,BELIRSIZ
SUB-02581,97.45,8.48,1113,0.0536,0.3044,1,3,Genç Tarife,BELIRSIZ
SUB-02582,141.94,0.28,475,0.0261,0.1686,1,0,Aile Paketi,BELIRSIZ
SUB-02583,344.99,5.9,187,0.3279,0.6299,0,2,Genç Tarife,YUKSEK_DEGER
SUB-02584,79.46,11.28,292,0.1658,0.1586,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02585,34.0,15.31,194,0.5988,0.1111,0,0,Premium Tarife,RISKLI_KAYIP
SUB-02586,258.19,11.63,1034,0.313,0.3905,2,0,Genç Tarife,YUKSEK_DEGER
SUB-02587,222.06,11.45,311,0.245,0.3201,1,1,Aile Paketi,YUKSEK_DEGER
SUB-02588,111.19,32.41,489,0.8232,0.1553,0,1,Premium Tarife,RISKLI_KAYIP
SUB-02589,420.35,6.79,363,0.5406,0.624,1,1,Genç Tarife,YUKSEK_DEGER
SUB-02590,430.55,16.58,589,0.3574,0.5268,1,2,Genç Tarife,YUKSEK_DEGER
SUB-02591,39.29,4.39,227,0.0438,0.3363,3,2,Aile Paketi,PASIF
SUB-02592,94.41,26.5,477,0.1465,0.5497,0,3,Aile Paketi,BELIRSIZ
SUB-02593,141.32,19.61,313,0.1985,0.3285,0,3,Aile Paketi,RISKLI_KAYIP
SUB-02594,184.07,57.17,824,0.0364,0.4318,0,0,Öğrenci Tarifesi,BELIRSIZ
SUB-02595,168.21,6.56,65,0.2754,0.3986,2,1,Premium Tarife,BELIRSIZ
SUB-02596,146.53,46.24,337,0.2449,0.2467,1,1,Genç Tarife,RISKLI_KAYIP
SUB-02597,71.42,7.37,776,0.0231,0.4064,1,2,Genç Tarife,BELIRSIZ
SUB-02598,197.56,12.39,721,0.0931,0.6222,1,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02599,204.07,5.12,127,0.4646,0.5068,0,0,Standart Tarife,YENI_ABONE
SUB-02600,247.94,56.7,672,0.0615,0.6593,4,6,Genç Tarife,YUKSEK_DEGER
SUB-02601,64.59,21.75,212,0.2331,0.1988,1,1,Standart Tarife,BELIRSIZ
SUB-02602,127.81,21.91,260,0.0944,0.3907,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02603,107.76,7.97,750,0.1595,0.3012,2,4,Standart Tarife,PASIF
SUB-02604,63.74,1.41,332,0.0741,0.6292,1,1,Öğrenci Tarifesi,PASIF
SUB-02605,126.56,12.0,120,0.3228,0.3092,2,1,Standart Tarife,RISKLI_KAYIP
SUB-02606,73.91,10.29,173,0.2118,0.3329,2,1,Genç Tarife,BELIRSIZ
SUB-02607,56.43,2.72,431,0.2661,0.4835,4,3,Standart Tarife,PASIF
SUB-02608,223.7,12.63,325,0.3623,0.471,0,2,Genç Tarife,RISKLI_KAYIP
SUB-02609,110.81,16.6,321,0.3118,0.3179,1,0,Aile Paketi,BELIRSIZ
SUB-02610,91.43,22.79,583,0.3759,0.3235,0,3,Standart Tarife,BELIRSIZ
SUB-02611,282.51,1.69,517,0.2611,0.2661,1,0,Genç Tarife,YUKSEK_DEGER
SUB-02612,207.6,5.42,341,0.1197,0.154,1,3,Premium Tarife,PASIF
SUB-02613,31.11,8.21,728,0.277,0.2441,1,4,Premium Tarife,PASIF
SUB-02614,184.77,33.36,586,0.3441,0.4099,1,2,Standart Tarife,YUKSEK_DEGER
SUB-02615,184.26,32.94,497,0.0442,0.2732,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02616,123.3,20.93,290,0.2032,0.556,2,1,Standart Tarife,BELIRSIZ
SUB-02617,120.41,12.46,800,0.2141,0.3906,2,1,Öğrenci Tarifesi,YENI_ABONE
SUB-02618,45.34,34.74,318,0.1126,0.0966,4,2,Standart Tarife,PASIF
SUB-02619,417.64,19.15,338,0.5625,0.4699,1,1,Genç Tarife,YUKSEK_DEGER
SUB-02620,126.26,33.47,1049,0.5602,0.1884,1,1,Standart Tarife,RISKLI_KAYIP
SUB-02621,178.95,21.61,220,0.6803,0.4729,1,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02622,130.62,3.16,218,0.1037,0.5765,1,2,Aile Paketi,BELIRSIZ
SUB-02623,92.43,1.38,347,0.0649,0.2273,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02624,233.6,11.49,186,0.4096,0.3969,3,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02625,159.65,28.73,190,0.5647,0.3955,0,2,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02626,126.92,10.18,1030,0.1865,0.5025,0,2,Premium Tarife,YUKSEK_DEGER
SUB-02627,177.82,39.23,344,0.055,0.4647,2,1,Aile Paketi,YUKSEK_DEGER
SUB-02628,138.12,26.99,508,0.2613,0.3834,0,1,Standart Tarife,BELIRSIZ
SUB-02629,360.02,36.98,137,0.4024,0.4103,1,2,Standart Tarife,YUKSEK_DEGER
SUB-02630,229.1,11.75,206,0.1891,0.3541,4,4,Standart Tarife,YUKSEK_DEGER
SUB-02631,194.92,7.0,1117,0.3652,0.2792,2,1,Premium Tarife,BELIRSIZ
SUB-02632,49.53,6.11,187,0.2372,0.1758,0,2,Genç Tarife,PASIF
SUB-02633,198.85,23.06,518,0.4145,0.411,2,1,Aile Paketi,YUKSEK_DEGER
SUB-02634,196.0,3.47,31,0.478,0.7114,1,5,Premium Tarife,RISKLI_KAYIP
SUB-02635,74.81,3.72,129,0.4911,0.6505,3,0,Premium Tarife,RISKLI_KAYIP
SUB-02636,48.68,9.69,340,0.423,0.3465,2,5,Aile Paketi,RISKLI_KAYIP
SUB-02637,223.75,18.63,714,0.659,0.537,1,1,Genç Tarife,YUKSEK_DEGER
SUB-02638,239.81,8.33,415,0.2512,0.4491,2,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02639,97.78,32.99,361,0.2472,0.5706,2,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02640,94.94,37.33,616,0.2078,0.4153,6,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02641,158.02,0.71,472,0.2269,0.2532,2,1,Genç Tarife,BELIRSIZ
SUB-02642,110.58,21.9,101,0.6016,0.3081,1,2,Premium Tarife,RISKLI_KAYIP
SUB-02643,47.88,10.22,397,0.2928,0.2189,0,3,Aile Paketi,BELIRSIZ
SUB-02644,74.23,29.61,294,0.4492,0.2801,2,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02645,175.14,22.43,352,0.1543,0.5919,2,0,Premium Tarife,YUKSEK_DEGER
SUB-02646,77.12,18.0,288,0.4558,0.2825,1,1,Premium Tarife,RISKLI_KAYIP
SUB-02647,246.7,14.41,401,0.3668,0.6867,1,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02648,194.17,3.73,530,0.1223,0.2552,1,1,Genç Tarife,BELIRSIZ
SUB-02649,179.26,62.52,152,0.5215,0.3298,0,1,Standart Tarife,RISKLI_KAYIP
SUB-02650,156.06,5.36,247,0.0851,0.3875,2,2,Premium Tarife,BELIRSIZ
SUB-02651,89.72,46.56,603,0.0884,0.5538,1,1,Standart Tarife,BELIRSIZ
SUB-02652,209.65,25.5,652,0.4675,0.2813,0,0,Premium Tarife,YENI_ABONE
SUB-02653,88.04,10.64,942,0.1791,0.2119,0,1,Genç Tarife,BELIRSIZ
SUB-02654,254.54,9.38,420,0.3239,0.6126,1,3,Genç Tarife,YUKSEK_DEGER
SUB-02655,328.71,3.57,237,0.0877,0.4496,2,2,Aile Paketi,YUKSEK_DEGER
SUB-02656,159.09,16.33,250,0.098,0.4159,1,0,Aile Paketi,BELIRSIZ
SUB-02657,304.54,3.41,412,0.1972,0.4896,1,2,Genç Tarife,BELIRSIZ
SUB-02658,74.94,34.25,206,0.1056,0.5401,2,1,Genç Tarife,BELIRSIZ
SUB-02659,195.43,19.32,902,0.1241,0.5113,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02660,144.31,15.53,287,0.2995,0.4786,0,1,Standart Tarife,RISKLI_KAYIP
SUB-02661,225.95,17.06,826,0.5567,0.6197,1,1,Premium Tarife,BELIRSIZ
SUB-02662,32.6,19.89,186,0.2004,0.4297,3,2,Premium Tarife,YUKSEK_DEGER
SUB-02663,218.33,12.22,353,0.1748,0.5948,3,3,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02664,95.36,13.54,317,0.4103,0.3123,2,0,Öğrenci Tarifesi,BELIRSIZ
SUB-02665,148.62,49.83,134,0.2715,0.2404,2,2,Premium Tarife,BELIRSIZ
SUB-02666,413.65,32.01,334,0.2374,0.4015,1,2,Genç Tarife,YUKSEK_DEGER
SUB-02667,199.22,24.75,471,0.1229,0.3308,3,2,Standart Tarife,BELIRSIZ
SUB-02668,184.31,10.65,60,0.1836,0.4751,3,3,Genç Tarife,BELIRSIZ
SUB-02669,175.67,2.22,561,0.4044,0.3237,3,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02670,269.64,22.8,497,0.241,0.3949,1,0,Genç Tarife,BELIRSIZ
SUB-02671,230.37,17.02,394,0.0775,0.174,0,1,Aile Paketi,BELIRSIZ
SUB-02672,176.81,13.3,633,0.4618,0.3139,3,3,Genç Tarife,RISKLI_KAYIP
SUB-02673,164.22,14.98,661,0.2862,0.4115,2,1,Standart Tarife,BELIRSIZ
SUB-02674,157.83,5.67,1700,0.125,0.4941,0,2,Aile Paketi,PASIF
SUB-02675,139.56,7.3,129,0.1794,0.4242,1,3,Standart Tarife,YUKSEK_DEGER
SUB-02676,63.83,32.05,984,0.4274,0.2771,0,1,Standart Tarife,BELIRSIZ
SUB-02677,196.77,1.57,737,0.1117,0.594,2,2,Aile Paketi,YUKSEK_DEGER
SUB-02678,101.56,29.04,497,0.2428,0.6779,4,4,Aile Paketi,BELIRSIZ
SUB-02679,129.46,40.39,189,0.3863,0.5393,1,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02680,239.26,22.46,301,0.2692,0.6245,0,1,Standart Tarife,YUKSEK_DEGER
SUB-02681,141.56,21.69,272,0.2609,0.1536,0,3,Premium Tarife,BELIRSIZ
SUB-02682,134.97,7.25,368,0.1097,0.5315,1,4,Genç Tarife,BELIRSIZ
SUB-02683,159.38,8.24,618,0.329,0.3701,2,2,Genç Tarife,RISKLI_KAYIP
SUB-02684,119.45,11.38,872,0.2982,0.4209,1,2,Standart Tarife,YUKSEK_DEGER
SUB-02685,408.67,4.6,1156,0.033,0.5181,1,1,Standart Tarife,YUKSEK_DEGER
SUB-02686,377.48,7.72,303,0.3391,0.6711,1,1,Aile Paketi,YUKSEK_DEGER
SUB-02687,371.98,16.97,447,0.5465,0.6553,2,0,Genç Tarife,YUKSEK_DEGER
SUB-02688,176.01,10.82,216,0.5596,0.5732,1,1,Aile Paketi,RISKLI_KAYIP
SUB-02689,97.45,18.08,758,0.259,0.1321,1,3,Aile Paketi,YUKSEK_DEGER
SUB-02690,242.93,31.97,518,0.182,0.4603,1,1,Standart Tarife,BELIRSIZ
SUB-02691,120.03,17.98,345,0.4528,0.2967,1,1,Genç Tarife,RISKLI_KAYIP
SUB-02692,255.08,21.86,122,0.2206,0.497,2,1,Aile Paketi,YUKSEK_DEGER
SUB-02693,94.54,3.35,451,0.1609,0.4429,2,1,Genç Tarife,BELIRSIZ
SUB-02694,183.45,31.59,483,0.6551,0.4442,1,0,Premium Tarife,RISKLI_KAYIP
SUB-02695,275.55,3.25,92,0.0476,0.3349,1,0,Genç Tarife,PASIF
SUB-02696,124.2,10.22,154,0.5205,0.2673,2,5,Aile Paketi,RISKLI_KAYIP
SUB-02697,123.93,5.94,444,0.1857,0.4466,1,3,Premium Tarife,BELIRSIZ
SUB-02698,52.41,2.24,1095,0.3694,0.5686,4,4,Öğrenci Tarifesi,BELIRSIZ
SUB-02699,96.43,17.3,807,0.253,0.5546,2,1,Genç Tarife,BELIRSIZ
SUB-02700,174.01,23.21,352,0.4181,0.5204,1,1,Standart Tarife,BELIRSIZ
SUB-02701,189.57,41.08,316,0.2408,0.637,1,2,Öğrenci Tarifesi,BELIRSIZ
SUB-02702,205.72,19.15,242,0.2071,0.2906,0,3,Standart Tarife,YUKSEK_DEGER
SUB-02703,38.47,7.68,224,0.3175,0.0506,2,2,Aile Paketi,PASIF
SUB-02704,120.38,10.62,332,0.3787,0.2459,2,2,Öğrenci Tarifesi,BELIRSIZ
SUB-02705,57.02,2.66,1295,0.1744,0.1765,5,2,Genç Tarife,BELIRSIZ
SUB-02706,168.93,11.55,315,0.1739,0.6002,3,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02707,45.39,15.36,401,0.4672,0.5094,1,2,Premium Tarife,RISKLI_KAYIP
SUB-02708,69.19,22.52,162,0.1732,0.4442,1,4,Premium Tarife,BELIRSIZ
SUB-02709,228.13,26.88,575,0.2265,0.515,3,1,Genç Tarife,YUKSEK_DEGER
SUB-02710,103.67,22.0,396,0.419,0.389,0,0,Genç Tarife,YENI_ABONE
SUB-02711,305.99,6.97,302,0.3962,0.6216,0,0,Premium Tarife,YENI_ABONE
SUB-02712,208.82,5.29,194,0.5238,0.6194,5,1,Premium Tarife,RISKLI_KAYIP
SUB-02713,124.63,25.57,232,0.1519,0.4419,1,2,Genç Tarife,BELIRSIZ
SUB-02714,248.71,2.14,288,0.2711,0.4201,2,4,Aile Paketi,BELIRSIZ
SUB-02715,131.22,54.3,301,0.312,0.3516,2,0,Aile Paketi,BELIRSIZ
SUB-02716,220.78,8.31,192,0.4581,0.3582,1,2,Premium Tarife,YUKSEK_DEGER
SUB-02717,93.37,34.57,372,0.0756,0.331,2,2,Standart Tarife,BELIRSIZ
SUB-02718,256.9,9.65,458,0.0662,0.6705,2,1,Standart Tarife,YUKSEK_DEGER
SUB-02719,48.66,23.59,640,0.0664,0.5618,2,2,Genç Tarife,BELIRSIZ
SUB-02720,69.12,5.48,1059,0.4009,0.5834,2,2,Standart Tarife,RISKLI_KAYIP
SUB-02721,77.49,16.06,90,0.4089,0.4575,1,0,Premium Tarife,YUKSEK_DEGER
SUB-02722,99.85,2.86,503,0.2684,0.3056,1,3,Aile Paketi,YENI_ABONE
SUB-02723,177.65,19.9,325,0.0561,0.2942,3,3,Aile Paketi,YUKSEK_DEGER
SUB-02724,146.15,5.39,68,0.6636,0.3573,2,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02725,222.22,6.22,255,0.2888,0.475,0,1,Aile Paketi,RISKLI_KAYIP
SUB-02726,277.71,11.08,599,0.2578,0.6904,3,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02727,44.69,12.97,551,0.4059,0.3814,1,2,Genç Tarife,RISKLI_KAYIP
SUB-02728,296.57,22.55,431,0.2319,0.4111,4,1,Premium Tarife,YUKSEK_DEGER
SUB-02729,129.45,20.98,236,0.1604,0.5901,3,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02730,367.96,17.33,892,0.1132,0.3925,1,0,Genç Tarife,YUKSEK_DEGER
SUB-02731,90.69,28.97,174,0.4087,0.5764,0,0,Standart Tarife,YENI_ABONE
SUB-02732,35.15,20.57,305,0.2478,0.3376,3,4,Genç Tarife,PASIF
SUB-02733,210.17,21.63,344,0.36,0.7281,1,4,Genç Tarife,YUKSEK_DEGER
SUB-02734,202.72,6.17,377,0.4023,0.2925,1,0,Aile Paketi,PASIF
SUB-02735,70.4,30.5,1442,0.4022,0.2601,2,4,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02736,75.36,28.0,1006,0.5395,0.4321,4,2,Standart Tarife,RISKLI_KAYIP
SUB-02737,231.72,17.96,539,0.3068,0.6261,0,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02738,182.65,27.3,398,0.3425,0.3087,3,4,Genç Tarife,YUKSEK_DEGER
SUB-02739,121.56,15.14,395,0.5699,0.1846,2,0,Öğrenci Tarifesi,RISKLI_KAYIP
SUB-02740,193.46,42.45,627,0.1481,0.5436,2,4,Öğrenci Tarifesi,BELIRSIZ
SUB-02741,172.2,16.76,789,0.0902,0.1956,1,0,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02742,80.88,14.76,171,0.4477,0.2058,1,2,Aile Paketi,BELIRSIZ
SUB-02743,241.59,20.67,1065,0.4076,0.6454,2,1,Genç Tarife,YUKSEK_DEGER
SUB-02744,215.52,48.32,523,0.0438,0.6357,2,1,Standart Tarife,YUKSEK_DEGER
SUB-02745,148.15,9.91,271,0.213,0.2857,0,2,Genç Tarife,YUKSEK_DEGER
SUB-02746,231.8,19.72,363,0.259,0.3301,2,0,Standart Tarife,BELIRSIZ
SUB-02747,393.58,10.52,541,0.4542,0.4314,3,0,Aile Paketi,YUKSEK_DEGER
SUB-02748,74.74,14.74,557,0.3395,0.5855,0,4,Genç Tarife,BELIRSIZ
SUB-02749,124.98,7.65,194,0.1198,0.4846,2,2,Aile Paketi,BELIRSIZ
SUB-02750,128.81,21.23,385,0.5199,0.357,0,1,Premium Tarife,RISKLI_KAYIP
SUB-02751,228.92,15.75,457,0.4695,0.6487,2,2,Premium Tarife,YUKSEK_DEGER
SUB-02752,99.06,26.91,797,0.0884,0.5356,0,1,Standart Tarife,BELIRSIZ
SUB-02753,221.69,32.1,850,0.6922,0.3462,3,4,Aile Paketi,RISKLI_KAYIP
SUB-02754,106.69,35.4,156,0.3484,0.6904,2,3,Standart Tarife,YUKSEK_DEGER
SUB-02755,68.9,10.86,412,0.4412,0.2491,0,3,Aile Paketi,BELIRSIZ
SUB-02756,153.43,20.7,261,0.3155,0.4175,0,3,Öğrenci Tarifesi,BELIRSIZ
SUB-02757,105.22,36.93,533,0.3226,0.3615,4,1,Genç Tarife,RISKLI_KAYIP
SUB-02758,162.58,7.6,1399,0.3781,0.5922,2,1,Aile Paketi,YUKSEK_DEGER
SUB-02759,185.85,17.02,740,0.4029,0.3221,0,1,Standart Tarife,BELIRSIZ
SUB-02760,47.23,8.05,563,0.4992,0.5782,1,3,Premium Tarife,RISKLI_KAYIP
SUB-02761,113.04,47.9,664,0.3567,0.1143,2,0,Aile Paketi,BELIRSIZ
SUB-02762,153.5,36.65,962,0.2879,0.4626,0,1,Standart Tarife,RISKLI_KAYIP
SUB-02763,232.36,23.25,699,0.1753,0.5772,3,2,Standart Tarife,BELIRSIZ
SUB-02764,216.42,23.0,178,0.0735,0.5538,4,2,Öğrenci Tarifesi,BELIRSIZ
SUB-02765,85.53,8.72,1113,0.4328,0.3001,5,1,Genç Tarife,RISKLI_KAYIP
SUB-02766,132.73,39.55,439,0.4197,0.2925,4,0,Aile Paketi,BELIRSIZ
SUB-02767,191.47,12.5,519,0.5086,0.3855,1,2,Standart Tarife,BELIRSIZ
SUB-02768,127.15,9.45,849,0.6145,0.5317,2,2,Genç Tarife,RISKLI_KAYIP
SUB-02769,91.1,33.28,1358,0.1979,0.4451,1,1,Standart Tarife,BELIRSIZ
SUB-02770,142.8,11.59,304,0.0509,0.5067,3,5,Aile Paketi,BELIRSIZ
SUB-02771,181.14,9.78,821,0.1828,0.3907,0,1,Öğrenci Tarifesi,BELIRSIZ
SUB-02772,80.12,27.98,291,0.148,0.309,2,4,Aile Paketi,BELIRSIZ
SUB-02773,203.46,5.73,492,0.5686,0.2827,3,0,Aile Paketi,YUKSEK_DEGER
SUB-02774,158.9,23.45,135,0.2435,0.643,1,0,Standart Tarife,YUKSEK_DEGER
SUB-02775,207.69,17.17,292,0.8369,0.6415,1,3,Genç Tarife,RISKLI_KAYIP
SUB-02776,140.89,26.41,476,0.3034,0.6885,1,4,Premium Tarife,YUKSEK_DEGER
SUB-02777,360.8,21.69,582,0.3874,0.7175,1,1,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02778,179.11,67.84,561,0.4555,0.3611,1,1,Premium Tarife,BELIRSIZ
SUB-02779,221.14,18.35,757,0.0298,0.5066,0,1,Genç Tarife,YUKSEK_DEGER
SUB-02780,202.99,11.56,323,0.0052,0.4205,2,4,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02781,131.68,15.82,389,0.1296,0.5327,2,2,Öğrenci Tarifesi,YUKSEK_DEGER
SUB-02782,169.92,21.52,401,0.3679,0.2819,0,0,Genç Tarife,YENI_ABONE
SUB-02783,100.55,46.17,339,0.2244,0.6758,1,2,Genç Tarife,BELIRSIZ
SUB-02784,346.35,24.51,220,0.1754,0.7415,4,0,Genç Tarife,YUKSEK_DEGER
SUB-02785,190.63,8.33,441,0.5043,0.5226,1,1,Premium Tarife,RISKLI_KAYIP
SUB-02786,87.61,120.0,683,0.1652,0.4146,1,1,Genç Tarife,BELIRSIZ
SUB-02787,303.1,31.21,512,0.0473,0.4573,0,2,Standart Tarife,BELIRSIZ
SUB-02788,135.78,7.92,311,0.2139,0.494,1,0,Genç Tarife,YUKSEK_DEGER
SUB-02789,238.83,6.21,446,0.116,0.5741,0,4,Premium Tarife,YUKSEK_DEGER
SUB-02790,46.28,5.2,298,0.3148,0.2822,1,1,Öğrenci Tarifesi,PASIF
SUB-02791,272.66,15.21,591,0.12,0.3463,0,2,Premium Tarife,YUKSEK_DEGER
SUB-02792,186.16,15.69,696,0.5239,0.4249,0,0,Aile Paketi,RISKLI_KAYIP
SUB-02793,83.06,9.28,707,0.4741,0.4257,4,3,Aile Paketi,BELIRSIZ
SUB-02794,184.29,4.5,362,0.1143,0.4169,3,1,Aile Paketi,BELIRSIZ
SUB-02795,327.17,6.33,303,0.0696,0.5237,1,2,Standart Tarife,YUKSEK_DEGER
SUB-02796,102.46,24.85,757,0.3424,0.3099,4,4,Öğrenci Tarifesi,BELIRSIZ
SUB-02797,101.6,12.67,344,0.0848,0.1843,2,1,Aile Paketi,YUKSEK_DEGER
SUB-02798,130.47,6.98,442,0.2905,0.2793,0,1,Öğrenci Tarifesi,BELIRSIZ
